fid;DN;ID_Classe;segment_primitive_BI2_B_mean;segment_primitive_MSAVI2_M_mean;segment_primitive_NDWI2_N_mean;segment_primitive_Harilick_H_mean;ID
45;45;3;0.365028585745292;0.365028585745292;0.365028585745292;0.258534504511127;1
305;305;2;-0.093544026602593;-0.093544026602593;-0.093544026602593;3.540970637494938;2
480;480;2;-0.147285889717411;-0.147285889717411;-0.147285889717411;3.808380208353066;3
735;735;4;0.384393681375454;0.384393681375454;0.384393681375454;1.151936379507569;4
832;832;2;-0.055690146014724;-0.055690146014724;-0.055690146014724;3.082703722780894;5
843;843;4;0.226314288316651;0.226314288316651;0.226314288316651;1.963271338085817;6
869;869;4;0.210232282910264;0.210232282910264;0.210232282910264;2.285073257518775;7
927;927;4;0.232629653782023;0.232629653782023;0.232629653782023;2.033679514411302;8
1014;1014;4;0.231111499313081;0.231111499313081;0.231111499313081;2.066759073144139;9
1079;1079;4;0.229062622375365;0.229062622375365;0.229062622375365;1.988419606214032;10
1356;1356;1;-0.22367045060307;-0.22367045060307;-0.22367045060307;3.440952369144985;11
1390;1390;1;-0.206519149939907;-0.206519149939907;-0.206519149939907;3.698477518187262;12
1429;1429;1;-0.148386855348409;-0.148386855348409;-0.148386855348409;3.320575546017654;13
1435;1435;1;-0.19777792460279;-0.19777792460279;-0.19777792460279;2.676777041247875;14
1600;1600;1;-0.180312049866633;-0.180312049866633;-0.180312049866633;3.748015269068361;15
1604;1604;1;-0.269776043960624;-0.269776043960624;-0.269776043960624;3.851629061507701;16
1616;1616;3;0.330934904072143;0.330934904072143;0.330934904072143;0.217374773134011;17
1618;1618;1;-0.20759604466214;-0.20759604466214;-0.20759604466214;3.07099611207091;18
1658;1658;4;0.291151303343657;0.291151303343657;0.291151303343657;1.192765603976192;19
1660;1660;3;0.340879401093965;0.340879401093965;0.340879401093965;0.268135024815698;20
1692;1692;4;0.278397977523572;0.278397977523572;0.278397977523572;1.142324481495714;21
1713;1713;4;0.240237739100399;0.240237739100399;0.240237739100399;2.438486051749423;22
1721;1721;4;0.315250544687042;0.315250544687042;0.315250544687042;2.059081270079731;23
1726;1726;4;0.206344632981381;0.206344632981381;0.206344632981381;3.276551723936965;24
1745;1745;4;0.259439726200727;0.259439726200727;0.259439726200727;2.089009002522305;25
1747;1747;4;0.271107262393958;0.271107262393958;0.271107262393958;2.16619718242699;26
1757;1757;4;0.311568320922132;0.311568320922132;0.311568320922132;2.009433963013895;27
1795;1795;4;0.195553943715288;0.195553943715288;0.195553943715288;3.076681619267827;28
1818;1818;3;0.431159873456034;0.431159873456034;0.431159873456034;0.198805698612267;29
1837;1837;4;0.273101814401417;0.273101814401417;0.273101814401417;1.162365112480315;30
1856;1856;4;0.209553458031361;0.209553458031361;0.209553458031361;2.571428571929451;31
2061;2061;2;-0.250273073062032;-0.250273073062032;-0.250273073062032;4.34674264042013;32
2132;2132;2;-0.169223974575528;-0.169223974575528;-0.169223974575528;3.907494870544214;33
2136;2136;2;-0.290663658985548;-0.290663658985548;-0.290663658985548;4.627124907085102;34
2168;2168;3;0.421806152661115;0.421806152661115;0.421806152661115;0.242195121594334;35
2247;2247;2;-0.079237204327795;-0.079237204327795;-0.079237204327795;2.957550307479952;36
2275;2275;2;-0.174337842784032;-0.174337842784032;-0.174337842784032;3.864156864136875;37
3457;3457;3;0.159303432858668;0.159303432858668;0.159303432858668;1.061081411505258;38
3633;3633;3;0.07168373541697;0.07168373541697;0.07168373541697;1.101887982449719;39
3923;3923;4;0.159053331063831;0.159053331063831;0.159053331063831;2.030146438355185;40
3957;3957;3;0.343731093971033;0.343731093971033;0.343731093971033;0.289301499936412;41
4559;4559;3;0.154671318123204;0.154671318123204;0.154671318123204;0.986998570193243;42
5145;5145;2;-0.151423577264068;-0.151423577264068;-0.151423577264068;3.954939991950989;43
5165;5165;2;-0.078716066609054;-0.078716066609054;-0.078716066609054;3.929241938168003;44
5194;5194;2;-0.088509877313817;-0.088509877313817;-0.088509877313817;3.717454152842813;45
5259;5259;2;-0.066326839748451;-0.066326839748451;-0.066326839748451;3.683271946395593;46
5323;5323;2;-0.136959715847774;-0.136959715847774;-0.136959715847774;3.975302532692291;47
5381;5381;2;-0.076807722200967;-0.076807722200967;-0.076807722200967;3.641310422428184;48
7694;7694;4;0.131903369656533;0.131903369656533;0.131903369656533;3.014678116349533;49
7698;7698;4;0.173530678656933;0.173530678656933;0.173530678656933;2.935000007481952;50
7704;7704;4;0.057509958981113;0.057509958981113;0.057509958981113;5.578454555164684;51
7706;7706;4;0.204402832438548;0.204402832438548;0.204402832438548;2.30516666273276;52
7707;7707;4;0.137027550429106;0.137027550429106;0.137027550429106;3.450959995269776;53
7717;7717;4;0.061163555243327;0.061163555243327;0.061163555243327;5.442406628636404;54
7719;7719;4;0.120509592366021;0.120509592366021;0.120509592366021;3.691706175487753;55
7721;7721;4;0.183736674124148;0.183736674124148;0.183736674124148;2.713902440012955;56
7730;7730;4;0.078399000628813;0.078399000628813;0.078399000628813;4.82658536259721;57
7731;7731;4;0.167259736975719;0.167259736975719;0.167259736975719;2.950137929258676;58
7738;7738;4;0.178765879044759;0.178765879044759;0.178765879044759;2.975431038387891;59
7743;7743;4;0.127907674200833;0.127907674200833;0.127907674200833;3.375166656573613;60
7750;7750;4;0.161794545967676;0.161794545967676;0.161794545967676;2.683040940970705;61
7751;7751;4;0.156019910784631;0.156019910784631;0.156019910784631;3.171853443671917;62
7753;7753;4;0.068371238278374;0.068371238278374;0.068371238278374;5.141554194237802;63
7755;7755;4;0.138559527045419;0.138559527045419;0.138559527045419;3.345116277766782;64
7760;7760;4;0.248035202029744;0.248035202029744;0.248035202029744;2.304419261537936;65
7764;7764;4;0.172522868133254;0.172522868133254;0.172522868133254;2.116472210817867;66
7765;7765;4;0.08077255313803;0.08077255313803;0.08077255313803;4.67899581378474;67
7768;7768;4;0.152307467935961;0.152307467935961;0.152307467935961;3.343670882756197;68
7769;7769;4;0.173846510862272;0.173846510862272;0.173846510862272;2.492283463478088;69
7771;7771;4;0.172019382537558;0.172019382537558;0.172019382537558;2.695961543917656;70
7774;7774;4;0.100276906618282;0.100276906618282;0.100276906618282;4.041652162956156;71
7775;7775;4;0.189579242553848;0.189579242553848;0.189579242553848;2.898942314661466;72
7784;7784;4;0.284284322571598;0.284284322571598;0.284284322571598;2.181578942035374;73
7789;7789;4;0.112405164760572;0.112405164760572;0.112405164760572;3.826074070400662;74
7790;7790;4;0.172871798276901;0.172871798276901;0.172871798276901;2.303669721708385;75
7792;7792;4;0.218656387539072;0.218656387539072;0.218656387539072;1.444345450834794;76
7796;7796;4;0.144166073137309;0.144166073137309;0.144166073137309;3.077045835744343;77
7802;7802;4;0.166323575449901;0.166323575449901;0.166323575449901;2.813263885676861;78
7803;7803;4;0.195667166771865;0.195667166771865;0.195667166771865;2.407920792079208;79
7810;7810;4;0.158614974410739;0.158614974410739;0.158614974410739;2.721562508493662;80
7812;7812;4;0.341946335340088;0.341946335340088;0.341946335340088;1.411818181926554;81
7813;7813;4;0.172333967904015;0.172333967904015;0.172333967904015;3.011543754513871;82
7815;7815;4;0.166748601838317;0.166748601838317;0.166748601838317;2.835633796705327;83
7825;7825;4;0.353638992140627;0.353638992140627;0.353638992140627;2.217643311828565;84
7828;7828;4;0.234270917418155;0.234270917418155;0.234270917418155;2.059489356203282;85
7829;7829;4;0.189726329054633;0.189726329054633;0.189726329054633;2.81539083555381;86
7832;7832;4;0.068151421844959;0.068151421844959;0.068151421844959;5.270176418201728;87
7836;7836;4;0.191468015807793;0.191468015807793;0.191468015807793;2.484979254081536;88
7840;7840;4;0.146037575271395;0.146037575271395;0.146037575271395;3.008074073438291;89
7845;7845;4;0.261304109692574;0.261304109692574;0.261304109692574;2.372799994945526;90
7850;7850;4;0.184848387826444;0.184848387826444;0.184848387826444;2.927748925242073;91
7852;7852;4;0.127238624891557;0.127238624891557;0.127238624891557;3.409449540146994;92
7853;7853;4;0.108630662771691;0.108630662771691;0.108630662771691;3.870537227779824;93
7854;7854;4;0.193720338674715;0.193720338674715;0.193720338674715;2.623609024480471;94
7855;7855;4;0.300069625634666;0.300069625634666;0.300069625634666;1.666238536528491;95
7856;7856;4;0.175557473236147;0.175557473236147;0.175557473236147;3.198697478580875;96
7865;7865;4;0.168028818783553;0.168028818783553;0.168028818783553;2.688869573758996;97
7868;7868;4;0.215596386489748;0.215596386489748;0.215596386489748;2.539159662583295;98
7870;7870;4;0.20821215923842;0.20821215923842;0.20821215923842;2.570450454144865;99
7871;7871;4;0.23893891145303;0.23893891145303;0.23893891145303;1.491410653232407;100
7872;7872;4;0.320364434848769;0.320364434848769;0.320364434848769;1.526025103724651;101
7884;7884;4;0.202639535486281;0.202639535486281;0.202639535486281;2.482797212534018;102
7890;7890;4;0.152110385234484;0.152110385234484;0.152110385234484;3.226826350845977;103
7891;7891;4;0.270299387403897;0.270299387403897;0.270299387403897;2.03885714156287;104
7894;7894;4;0.184542007604489;0.184542007604489;0.184542007604489;2.821340488684401;105
7895;7895;4;0.218849133049685;0.218849133049685;0.218849133049685;1.973492056604416;106
7911;7911;4;0.20535417048571;0.20535417048571;0.20535417048571;2.480104152113199;107
7917;7917;4;0.1611721514307;0.1611721514307;0.1611721514307;3.352579182089724;108
7919;7919;4;0.126449050317551;0.126449050317551;0.126449050317551;3.770511299194535;109
7921;7921;4;0.256712188907698;0.256712188907698;0.256712188907698;2.008137252400903;110
7925;7925;4;0.219752018580771;0.219752018580771;0.219752018580771;2.325681528164323;111
7926;7926;4;0.25866726903539;0.25866726903539;0.25866726903539;1.972807024654589;112
7930;7930;4;0.126707260433125;0.126707260433125;0.126707260433125;4.19315067382708;113
7939;7939;4;0.177762504283783;0.177762504283783;0.177762504283783;3.104197523721452;114
7940;7940;4;0.233139534733554;0.233139534733554;0.233139534733554;1.681085266808207;115
7943;7943;4;0.168027221068547;0.168027221068547;0.168027221068547;3.089131234974606;116
7947;7947;4;0.262090416397124;0.262090416397124;0.262090416397124;1.795453098885395;117
7948;7948;4;0.205389578783861;0.205389578783861;0.205389578783861;2.395648538816923;118
7949;7949;4;0.230951544383298;0.230951544383298;0.230951544383298;2.06134386119164;119
7951;7951;4;0.212493297294041;0.212493297294041;0.212493297294041;2.451618490536089;120
7952;7952;4;0.188989339680389;0.188989339680389;0.188989339680389;2.812263245184579;121
7961;7961;4;0.23843148594859;0.23843148594859;0.23843148594859;2.403728808386851;122
7963;7963;4;0.239515065377794;0.239515065377794;0.239515065377794;2.085724743707637;123
7964;7964;4;0.26575463012142;0.26575463012142;0.26575463012142;1.537735851305836;124
7968;7968;4;0.144069094071006;0.144069094071006;0.144069094071006;3.469624574273926;125
7970;7970;4;0.175121248683386;0.175121248683386;0.175121248683386;2.526315788776554;126
